alpha,max_thickness,chord_at_max_thickness,max_camber,chord_at_max_camber,reynolds_no,CL,CD
-9.0,10.0,29.9,2.0,40.0,1000000,-0.8227,0.01373
14.5,24.0,30.0,0.0,0.0,100000,0.4349,0.15759
-18.25,24.0,30.0,0.0,0.0,1000000,-1.3312,0.057
-0.5,18.0,30.0,2.0,40.0,50000,-0.1617,0.03989
-5.75,12.0,30.0,0.0,0.0,1000000,-0.6601,0.00942
14.0,12.0,29.9,1.0,40.0,200000,1.1544,0.06401
-2.75,18.0,30.0,0.0,0.0,100000,-0.4314,0.02165
-4.25,15.0,30.0,2.0,40.0,100000,-0.44,0.02266
15.25,21.0,30.0,2.0,40.0,100000,1.3162,0.05694
4.25,18.0,30.0,2.0,40.0,1000000,0.6967,0.00798
-5.75,21.0,30.0,4.0,40.0,50000,-0.6534,0.06437
18.0,21.0,30.0,2.0,40.0,200000,1.3203,0.07792
8.5,9.0,29.3,6.0,39.6,100000,1.4553,0.02363
0.25,10.0,29.9,1.0,50.0,200000,0.2309,0.00943
5.0,24.0,29.7,2.0,40.0,200000,0.6956,0.01854
6.5,14.0,29.5,2.0,39.6,100000,0.949,0.0201
-7.5,18.0,30.0,4.0,40.0,1000000,-0.3421,0.01029
-14.25,24.0,30.0,0.0,0.0,200000,-1.1265,0.0382
-0.25,8.0,30.0,1.0,40.0,50000,0.0028,0.01579
7.25,12.2,22.5,0.0,0.0,1000000,0.8587,0.01072
15.25,8.0,29.9,2.0,40.0,1000000,1.2337,0.08851
-6.5,10.0,29.9,2.0,40.0,200000,-0.5707,0.02382
8.5,24.0,29.4,4.0,40.0,100000,0.499,0.08278
16.0,18.0,30.0,4.0,40.0,200000,1.4398,0.0674
4.5,10.0,30.0,0.0,0.0,50000,0.5458,0.02107
-7.5,12.2,22.5,0.0,0.0,1000000,-0.8812,0.0109
1.75,15.0,30.0,0.0,0.0,200000,0.1973,0.01161
17.5,24.0,29.4,4.0,40.0,1000000,1.3987,0.06436
2.75,15.0,29.5,2.0,39.6,50000,0.3788,0.03875
-10.75,18.0,30.0,2.0,40.0,1000000,-0.9024,0.01382
-11.75,18.0,30.0,2.0,40.0,100000,-0.9415,0.05025
-4.75,11.0,29.5,2.5,39.6,1000000,-0.1984,0.00804
1.0,12.0,30.0,4.0,40.0,50000,0.3166,0.03657
6.75,21.0,30.0,0.0,0.0,200000,0.7845,0.01919
-4.0,21.0,30.0,2.0,40.0,1000000,-0.1914,0.00878
-7.25,10.0,29.9,2.0,40.0,200000,-0.6259,0.0276
-16.25,24.0,29.4,4.0,40.0,200000,-1.0654,0.05481
13.5,8.0,29.9,2.0,40.0,1000000,1.3592,0.04231
6.0,14.0,29.5,2.0,39.6,50000,0.789,0.03919
-7.5,12.0,30.0,4.0,40.0,200000,-0.4712,0.04655
-11.0,24.0,29.7,2.0,40.0,1000000,-0.7022,0.01418
14.75,12.0,29.9,1.0,40.0,1000000,1.4671,0.02941
-1.25,8.0,30.0,1.0,40.0,1000000,-0.0084,0.00492
-3.5,15.0,30.9,4.0,40.2,200000,0.0329,0.01553
-13.25,18.0,30.0,0.0,0.0,100000,-1.1656,0.04675
-10.5,18.0,30.0,2.0,40.0,200000,-1.0259,0.02766
13.0,12.2,22.5,0.0,0.0,200000,1.2045,0.04328
12.5,21.0,30.0,4.0,40.0,1000000,1.5118,0.02551
-0.25,21.0,30.0,4.0,40.0,1000000,0.4378,0.00888
1.5,21.0,30.0,2.0,40.0,1000000,0.399,0.00813
-5.25,12.0,30.1,6.0,39.6,200000,0.0521,0.02358
-7.5,24.0,29.7,2.0,40.0,100000,-0.8846,0.03774
-0.75,21.0,30.0,0.0,0.0,200000,-0.0783,0.01351
12.25,21.0,30.0,2.0,40.0,100000,1.2518,0.03924
15.75,24.0,30.0,0.0,0.0,200000,1.1652,0.04713
15.75,9.0,29.3,6.0,39.6,50000,1.1241,0.18214
11.5,8.0,30.0,0.0,0.0,1000000,1.1427,0.0302
11.5,11.0,29.5,2.5,39.6,100000,1.2276,0.04919
1.0,18.0,30.0,2.0,40.0,50000,0.2894,0.04332
11.5,24.0,30.0,0.0,0.0,1000000,1.0828,0.01715
16.75,24.0,29.7,2.0,40.0,1000000,1.316,0.05067
6.25,12.0,30.0,0.0,0.0,1000000,0.729,0.01003
-4.75,21.0,30.0,2.0,40.0,200000,-0.2621,0.01644
7.25,15.0,30.0,2.0,40.0,200000,1.0093,0.01584
10.25,11.0,29.5,2.5,39.6,50000,1.1722,0.05151
1.75,9.0,29.3,6.0,39.6,50000,0.4792,0.0434
7.75,21.0,30.0,4.0,40.0,100000,1.1389,0.03441
6.75,12.2,22.5,0.0,0.0,100000,0.7587,0.02743
11.0,14.0,29.5,2.0,39.6,1000000,1.3335,0.01709
14.25,24.0,29.4,4.0,40.0,200000,1.3192,0.04294
1.25,24.0,30.0,0.0,0.0,50000,0.3015,0.05817
-11.75,12.0,30.0,0.0,0.0,100000,-0.7896,0.08685
-5.75,14.0,29.5,2.0,39.6,50000,-0.5927,0.03593
0.5,10.0,29.9,1.0,50.0,1000000,0.1728,0.00482
8.25,21.0,30.0,2.0,40.0,50000,0.3897,0.1027
-8.5,14.0,29.5,2.0,39.6,1000000,-0.6857,0.01172
4.5,21.0,30.0,2.0,40.0,200000,0.7497,0.01671
-0.5,8.0,30.0,1.0,40.0,200000,-0.0114,0.00876
-0.75,15.0,30.9,4.0,40.2,200000,0.3355,0.01175
2.25,9.0,29.3,6.0,39.6,200000,0.9124,0.01127
-13.5,21.0,30.0,0.0,0.0,100000,-1.1689,0.04524
-1.0,15.0,30.0,0.0,0.0,100000,-0.2161,0.0189
-1.0,12.0,30.0,2.0,40.0,100000,0.0782,0.01739
0.0,21.0,30.0,4.0,40.0,100000,0.3405,0.02536
0.25,12.0,30.1,6.0,39.6,1000000,0.6703,0.00775
0.75,18.0,30.0,4.0,40.0,100000,0.5731,0.02187
17.75,18.0,30.0,2.0,40.0,1000000,1.5026,0.0618
18.5,15.0,30.9,4.0,40.2,100000,1.2887,0.1033
-1.25,24.0,29.7,2.0,40.0,100000,-0.2908,0.03051
3.0,24.0,29.7,2.0,40.0,100000,0.5513,0.02916
-14.5,21.0,30.0,0.0,0.0,1000000,-1.3036,0.02546
-16.75,15.0,30.0,0.0,0.0,1000000,-1.4005,0.04438
7.0,14.0,29.5,2.0,39.6,50000,0.9352,0.03621
-15.5,24.0,29.7,2.0,40.0,1000000,-1.1049,0.03007
10.0,11.0,29.5,2.5,39.6,50000,1.158,0.04835
7.75,18.0,30.0,0.0,0.0,100000,0.9409,0.02551
18.75,15.0,30.0,0.0,0.0,1000000,1.3383,0.07856
-19.5,24.0,30.0,0.0,0.0,200000,-1.1773,0.08485
-5.5,15.0,30.0,0.0,0.0,50000,-0.7103,0.02904
6.0,9.0,29.3,6.0,39.6,50000,0.7931,0.06919
12.25,15.0,30.0,2.0,40.0,50000,1.1064,0.06963
1.75,12.2,22.5,0.0,0.0,1000000,0.1832,0.00723
1.0,18.0,30.0,4.0,40.0,200000,0.565,0.01301
13.75,24.0,29.7,2.0,40.0,200000,1.1797,0.03875
-9.0,21.0,30.0,2.0,40.0,200000,-0.8017,0.02395
8.5,24.0,29.4,4.0,40.0,1000000,1.1597,0.01646
0.5,8.0,30.0,1.0,40.0,50000,0.0618,0.01635
-11.0,15.0,29.5,2.0,39.6,200000,-0.9739,0.03239
9.75,10.0,29.9,2.0,40.0,100000,1.1528,0.04335
-13.0,18.0,30.0,2.0,40.0,1000000,-1.1677,0.01821
-4.5,12.0,30.0,2.0,40.0,50000,-0.4411,0.02879
-5.25,21.0,30.0,0.0,0.0,100000,-0.7628,0.02623
-17.5,21.0,30.0,0.0,0.0,1000000,-1.3775,0.04772
-1.5,12.0,30.0,2.0,40.0,100000,-0.0695,0.01716
-7.25,8.0,30.0,1.0,40.0,1000000,-0.7001,0.01227
5.25,10.0,29.9,1.0,50.0,200000,0.6986,0.01262
-2.0,10.0,29.9,2.0,40.0,50000,-0.1345,0.0181
-18.75,18.0,30.0,0.0,0.0,200000,-1.1121,0.09926
1.5,12.0,30.0,4.0,40.0,200000,0.651,0.01066
-0.5,15.0,30.0,2.0,40.0,200000,0.1753,0.01082
-16.5,24.0,29.7,2.0,40.0,1000000,-1.1691,0.03656
10.0,10.0,29.9,2.0,40.0,100000,1.1622,0.04594
-4.0,14.0,29.5,2.0,39.6,1000000,-0.1937,0.0077
7.0,8.0,30.0,0.0,0.0,50000,0.7212,0.05075
8.5,24.0,29.4,4.0,40.0,50000,0.2018,0.12448
6.25,12.0,30.0,2.0,40.0,100000,0.914,0.0184
-3.5,15.0,30.0,0.0,0.0,1000000,-0.3798,0.00711
16.0,21.0,30.0,2.0,40.0,1000000,1.4805,0.04197
15.5,15.0,29.5,2.0,39.6,100000,1.2692,0.07486
11.5,11.0,29.5,2.5,39.6,1000000,1.3179,0.0194
-6.75,9.0,29.3,6.0,39.6,1000000,-0.0287,0.01365
1.25,8.0,29.9,2.0,40.0,200000,0.4037,0.00864
-5.25,9.0,29.3,6.0,39.6,200000,-0.0262,0.05817
-4.5,8.0,30.0,0.0,0.0,200000,-0.5033,0.01392
3.75,8.0,29.9,2.0,40.0,200000,0.6517,0.00987
16.5,21.0,30.0,2.0,40.0,200000,1.3164,0.06143
5.5,11.0,29.5,2.5,39.6,1000000,0.9078,0.00855
13.75,15.0,29.5,2.0,39.6,1000000,1.4768,0.0255
-14.25,24.0,29.7,2.0,40.0,200000,-1.104,0.04012
0.25,15.0,29.5,2.0,39.6,100000,0.345,0.0188
-9.75,15.0,30.0,2.0,40.0,1000000,-0.8255,0.01368
-3.0,15.0,30.0,2.0,40.0,50000,-0.4128,0.02794
6.5,12.0,30.0,2.0,40.0,1000000,0.9483,0.01025
-5.0,10.0,30.0,0.0,0.0,50000,-0.5765,0.02294
5.0,21.0,30.0,2.0,40.0,50000,0.3295,0.06872
4.5,8.0,30.0,1.0,40.0,200000,0.6037,0.01265
6.25,24.0,30.0,0.0,0.0,200000,0.6201,0.01892
-9.5,21.0,30.0,2.0,40.0,200000,-0.8623,0.02502
3.25,15.0,29.5,2.0,39.6,200000,0.6913,0.01234
-13.25,24.0,30.0,0.0,0.0,100000,-1.0996,0.04692
-1.0,8.0,30.0,1.0,40.0,50000,-0.0532,0.01556
-6.0,15.0,30.9,4.0,40.2,100000,-0.5066,0.03479
-5.0,12.0,30.0,4.0,40.0,50000,-0.4394,0.0785
-3.75,15.0,30.0,2.0,40.0,200000,-0.1895,0.01445
14.5,15.0,30.9,4.0,40.2,100000,1.3986,0.04908
3.5,10.0,29.9,1.0,50.0,50000,0.5079,0.02526
2.75,11.0,29.5,2.5,39.6,100000,0.6366,0.01589
-2.5,15.0,30.0,2.0,40.0,1000000,-0.0295,0.00722
-3.5,10.0,30.0,0.0,0.0,100000,-0.4591,0.01333
-9.0,18.0,30.0,0.0,0.0,50000,-0.8627,0.05074
9.0,11.0,29.5,2.5,39.6,100000,1.0661,0.02831
-9.75,15.0,29.5,2.0,39.6,1000000,-0.8243,0.01328
-3.75,12.0,30.1,6.0,39.6,200000,0.2309,0.01774
-3.0,10.0,29.9,1.0,50.0,200000,-0.3188,0.01112
11.0,18.0,30.0,4.0,40.0,1000000,1.4761,0.01834
-1.5,10.0,29.9,2.0,40.0,100000,-0.1095,0.01428
-8.25,18.0,30.0,2.0,40.0,50000,-0.7485,0.05916
7.5,24.0,29.7,2.0,40.0,1000000,0.8244,0.01256
8.75,21.0,30.0,0.0,0.0,1000000,0.8823,0.01186
-3.0,12.0,29.9,1.0,40.0,50000,-0.3946,0.02104
18.25,15.0,29.5,2.0,39.6,1000000,1.5241,0.06897
11.5,10.0,29.9,2.0,40.0,200000,1.2451,0.04728
10.25,12.0,30.0,0.0,0.0,1000000,1.1001,0.01566
7.5,21.0,30.0,2.0,40.0,200000,1.0836,0.01907
-5.75,12.0,30.0,2.0,40.0,100000,-0.5454,0.02556
-2.5,18.0,30.0,2.0,40.0,200000,-0.029,0.01319
13.5,15.0,29.5,2.0,39.6,200000,1.276,0.04207
-5.75,24.0,29.7,2.0,40.0,1000000,-0.213,0.00984
5.75,15.0,29.5,2.0,39.6,50000,0.7356,0.04215
-3.0,9.0,29.3,6.0,39.6,50000,-0.3311,0.07507
15.0,15.0,30.0,2.0,40.0,200000,1.3308,0.05276
-6.0,15.0,30.0,2.0,40.0,1000000,-0.4125,0.00907
7.25,14.0,29.5,2.0,39.6,200000,1.0051,0.0156
13.75,18.0,30.0,0.0,0.0,100000,1.1317,0.05171
-7.0,15.0,30.0,2.0,40.0,200000,-0.6698,0.02012
8.75,15.0,30.0,0.0,0.0,200000,0.9312,0.02079
-6.0,10.0,29.9,2.0,40.0,100000,-0.5206,0.03084
0.25,24.0,30.0,0.0,0.0,100000,0.028,0.02476
-11.0,12.0,30.0,4.0,40.0,1000000,-0.7369,0.01769
-10.25,18.0,30.0,4.0,40.0,50000,-0.2779,0.12876
-10.25,12.0,30.0,0.0,0.0,100000,-0.9765,0.04806
2.25,18.0,30.0,0.0,0.0,1000000,0.2456,0.00738
19.25,15.0,30.9,4.0,40.2,100000,1.2512,0.11897
12.25,24.0,30.0,0.0,0.0,100000,1.1244,0.04218
-1.0,21.0,30.0,0.0,0.0,200000,-0.1032,0.01353
-9.5,15.0,29.5,2.0,39.6,50000,-0.3912,0.11156
6.5,12.0,30.0,0.0,0.0,1000000,0.7635,0.01034
-7.25,10.0,29.9,2.0,40.0,50000,-0.4655,0.08709
4.75,24.0,29.7,2.0,40.0,200000,0.6591,0.01816
8.25,9.0,30.9,0.0,0.0,200000,0.848,0.02931
0.25,8.0,30.0,0.0,0.0,1000000,0.0247,0.00392
3.25,14.0,29.5,2.0,39.6,50000,0.4573,0.03753
-15.75,12.0,30.0,0.0,0.0,1000000,-1.3868,0.03865
5.25,12.0,30.0,4.0,40.0,1000000,1.0518,0.00813
10.5,12.0,30.0,0.0,0.0,100000,0.9913,0.05061
-15.5,18.0,30.0,2.0,40.0,200000,-1.0393,0.05167
8.0,12.0,30.0,0.0,0.0,50000,0.8372,0.04218
6.0,10.0,29.9,1.0,50.0,1000000,0.7779,0.01044
0.25,9.0,29.3,6.0,39.6,1000000,0.7047,0.00702
-1.25,18.0,30.0,4.0,40.0,1000000,0.3434,0.00819
-4.75,12.0,30.0,0.0,0.0,50000,-0.6002,0.02367
-3.0,8.0,29.9,2.0,40.0,1000000,-0.0784,0.00715
-6.5,12.0,30.0,0.0,0.0,50000,-0.7296,0.03038
-0.25,15.0,30.0,2.0,40.0,1000000,0.2164,0.00657
-2.75,12.0,30.0,4.0,40.0,100000,0.0233,0.02414
14.75,24.0,30.0,0.0,0.0,100000,0.3756,0.15997
9.25,21.0,30.0,4.0,40.0,100000,1.2129,0.03744
-3.5,8.0,30.0,0.0,0.0,200000,-0.417,0.01017
-12.25,24.0,29.7,2.0,40.0,100000,-1.0666,0.05114
2.0,12.0,30.0,0.0,0.0,50000,0.1829,0.02463
16.75,12.0,30.0,2.0,40.0,200000,1.0857,0.12339
-0.25,8.0,30.0,1.0,40.0,1000000,0.0912,0.00404
0.75,24.0,30.0,0.0,0.0,200000,0.0751,0.01503
14.5,12.0,29.9,1.0,40.0,200000,1.1021,0.07617
-6.75,15.0,30.0,2.0,40.0,1000000,-0.4924,0.0097
-16.0,24.0,29.4,4.0,40.0,200000,-1.1006,0.05166
0.5,11.0,29.5,2.5,39.6,100000,0.3493,0.01708
2.5,8.0,29.9,2.0,40.0,50000,0.3384,0.02464
-19.75,15.0,30.0,0.0,0.0,1000000,-1.297,0.09858
-8.5,15.0,30.9,4.0,40.2,50000,-0.3522,0.11422
3.75,8.0,30.0,1.0,40.0,50000,0.5427,0.02236
14.75,12.0,30.1,6.0,39.6,100000,1.4389,0.07617
14.25,10.0,30.0,0.0,0.0,1000000,1.3679,0.02948
-1.5,18.0,30.0,4.0,40.0,1000000,0.3164,0.00815
8.25,12.0,30.0,0.0,0.0,100000,0.8673,0.02998
-8.0,8.0,29.9,2.0,40.0,100000,-0.5151,0.08887
-14.0,12.0,30.0,4.0,40.0,1000000,-1.099,0.02637
-11.0,12.0,30.0,2.0,40.0,200000,-0.647,0.07081
1.25,18.0,30.0,2.0,40.0,1000000,0.3781,0.0074
10.25,10.0,30.0,0.0,0.0,1000000,1.0975,0.01596
9.25,15.0,30.0,2.0,40.0,1000000,1.2017,0.01378
-0.25,18.0,30.0,0.0,0.0,200000,-0.0262,0.01197
-1.0,24.0,29.4,4.0,40.0,200000,0.2397,0.01628
16.5,12.0,30.1,6.0,39.6,1000000,1.6929,0.07215
-5.5,11.0,29.5,2.5,39.6,200000,-0.4816,0.02005
-2.75,11.0,29.5,2.5,39.6,50000,-0.3107,0.02553
-5.25,14.0,29.5,2.0,39.6,100000,-0.5555,0.02324
-2.25,9.0,30.9,0.0,0.0,50000,-0.083,0.01956
-10.0,24.0,29.4,4.0,40.0,1000000,-0.3798,0.01183
-3.75,15.0,30.0,2.0,40.0,50000,-0.47,0.02906
4.75,15.0,29.5,2.0,39.6,50000,0.605,0.04258
-11.0,12.0,30.1,6.0,39.6,1000000,-0.5028,0.02003
16.5,9.0,29.3,6.0,39.6,200000,1.3827,0.11467
2.25,10.0,30.0,0.0,0.0,100000,0.3522,0.01302
-2.75,12.2,22.5,0.0,0.0,50000,-0.4132,0.0218
4.25,18.0,30.0,2.0,40.0,100000,0.8256,0.02113
16.0,11.0,29.5,2.5,39.6,200000,1.0844,0.1031
16.75,9.0,29.3,6.0,39.6,1000000,1.5408,0.08353
14.0,12.0,30.1,6.0,39.6,1000000,1.7003,0.04218
11.0,21.0,30.0,2.0,40.0,100000,1.2179,0.03473
-2.0,18.0,30.0,2.0,40.0,200000,0.0228,0.01278
-2.75,8.0,29.9,2.0,40.0,200000,-0.1785,0.0127
-11.75,18.0,30.0,2.0,40.0,200000,-1.0669,0.03111
-8.75,9.0,30.9,0.0,0.0,50000,-0.7142,0.07868
-8.75,21.0,30.0,0.0,0.0,100000,-1.0682,0.03009
-7.5,18.0,30.0,2.0,40.0,1000000,-0.5687,0.01038
14.0,15.0,30.9,4.0,40.2,200000,1.3757,0.04086
6.5,12.2,22.5,0.0,0.0,50000,0.7135,0.04188
-6.75,21.0,30.0,0.0,0.0,100000,-0.9825,0.02698
-3.25,15.0,30.9,4.0,40.2,50000,-0.4862,0.04187
-1.25,12.2,22.5,0.0,0.0,100000,-0.2876,0.0143
-5.25,15.0,29.5,2.0,39.6,50000,-0.5864,0.03364
5.0,15.0,30.9,4.0,40.2,50000,0.4471,0.06372
3.0,21.0,30.0,0.0,0.0,100000,0.4037,0.02461
6.75,24.0,30.0,0.0,0.0,50000,0.3946,0.09096
2.5,12.0,29.9,1.0,40.0,50000,0.3372,0.02818
-1.25,12.0,30.0,0.0,0.0,50000,0.0255,0.0222
10.5,14.0,29.5,2.0,39.6,100000,1.1802,0.03269
3.5,12.0,30.0,4.0,40.0,50000,0.5815,0.04627
-10.75,24.0,30.0,0.0,0.0,1000000,-0.9996,0.01545
15.25,15.0,29.5,2.0,39.6,200000,1.322,0.05546
-12.0,15.0,30.0,0.0,0.0,100000,-1.0861,0.04938
-3.75,21.0,30.0,0.0,0.0,1000000,-0.4013,0.00849
12.25,12.0,30.0,4.0,40.0,200000,1.3713,0.04092
-15.5,24.0,29.7,2.0,40.0,200000,-1.0784,0.04627
-6.75,11.0,29.5,2.5,39.6,200000,-0.6354,0.02595
17.25,24.0,29.4,4.0,40.0,200000,1.3287,0.06659
-7.25,10.0,30.0,0.0,0.0,100000,-0.7723,0.02952
18.25,24.0,30.0,0.0,0.0,200000,1.1896,0.06949
-13.25,12.2,22.5,0.0,0.0,1000000,-1.3945,0.01911
-0.75,12.0,30.1,6.0,39.6,50000,0.1967,0.04802
-5.5,9.0,30.9,0.0,0.0,50000,-0.6311,0.02822
-10.0,21.0,30.0,2.0,40.0,200000,-0.9347,0.02626
18.75,18.0,30.0,2.0,40.0,200000,1.3393,0.08925
4.75,9.0,29.3,6.0,39.6,1000000,1.1678,0.00778
4.5,12.0,29.9,1.0,40.0,100000,0.6646,0.01581
10.75,21.0,30.0,0.0,0.0,200000,1.0524,0.02495
9.75,9.0,29.3,6.0,39.6,100000,1.3746,0.03169
-8.0,18.0,30.0,4.0,40.0,50000,-0.3344,0.11363
-0.5,15.0,30.0,0.0,0.0,50000,-0.0601,0.03056
-1.75,10.0,29.9,2.0,40.0,200000,-0.0021,0.01032
-10.0,12.0,30.0,4.0,40.0,1000000,-0.6172,0.01529
6.25,9.0,29.3,6.0,39.6,100000,1.2742,0.02472
3.0,12.2,22.5,0.0,0.0,1000000,0.3172,0.0075
1.25,14.0,29.5,2.0,39.6,50000,0.1948,0.03309
7.75,10.0,29.9,1.0,50.0,200000,0.9073,0.0222
3.5,8.0,30.0,0.0,0.0,1000000,0.4193,0.0078
-7.5,14.0,29.5,2.0,39.6,100000,-0.7282,0.03122
0.5,14.0,29.5,2.0,39.6,200000,0.3046,0.01077
9.25,12.0,30.0,4.0,40.0,1000000,1.3835,0.01581
-14.5,15.0,29.5,2.0,39.6,1000000,-1.2375,0.02291
-0.25,12.0,30.0,4.0,40.0,50000,0.1469,0.03237
-17.5,21.0,30.0,0.0,0.0,200000,-1.2022,0.06431
3.75,12.0,30.0,4.0,40.0,50000,0.5962,0.04773
10.25,10.0,29.9,2.0,40.0,200000,1.1973,0.03514
-1.5,18.0,30.0,4.0,40.0,100000,0.1983,0.02441
2.75,18.0,30.0,2.0,40.0,50000,0.2966,0.04749
-9.25,24.0,30.0,0.0,0.0,1000000,-0.8824,0.01295
-10.25,24.0,30.0,0.0,0.0,200000,-1.1294,0.0264
7.5,12.0,30.0,2.0,40.0,200000,1.0067,0.01693
13.75,12.0,30.0,4.0,40.0,1000000,1.6213,0.03089
11.0,24.0,30.0,0.0,0.0,200000,1.1066,0.0274
-6.5,9.0,29.3,6.0,39.6,1000000,-0.0027,0.01308
-19.5,21.0,30.0,0.0,0.0,1000000,-1.352,0.07412
4.0,10.0,30.0,0.0,0.0,100000,0.499,0.01399
-8.5,15.0,30.9,4.0,40.2,100000,-0.64,0.0672
1.5,12.0,30.0,2.0,40.0,200000,0.4727,0.00988
15.25,12.0,30.1,6.0,39.6,200000,1.4571,0.0807
18.25,18.0,30.0,0.0,0.0,1000000,1.3907,0.05953
1.25,10.0,30.0,0.0,0.0,200000,0.2491,0.00928
4.75,18.0,30.0,2.0,40.0,50000,0.4556,0.05451
3.5,18.0,30.0,0.0,0.0,100000,0.5555,0.0218
-2.0,12.0,30.0,4.0,40.0,50000,-0.1432,0.03369
8.0,15.0,30.0,0.0,0.0,100000,0.8796,0.02519
9.25,18.0,30.0,2.0,40.0,100000,1.1654,0.02748
-18.75,15.0,30.0,0.0,0.0,1000000,-1.3346,0.07874
13.5,18.0,30.0,0.0,0.0,100000,1.1468,0.04909
-1.5,18.0,30.0,0.0,0.0,200000,-0.1571,0.01234
-5.5,18.0,30.0,0.0,0.0,1000000,-0.5913,0.00877
2.75,24.0,30.0,0.0,0.0,50000,0.4351,0.06024
-10.25,12.0,29.9,1.0,40.0,200000,-0.9285,0.03652
11.75,12.2,22.5,0.0,0.0,1000000,1.267,0.01617
-8.0,10.0,30.0,0.0,0.0,200000,-0.8405,0.02518
1.25,12.0,29.9,1.0,40.0,100000,0.3736,0.01516
0.75,15.0,30.0,2.0,40.0,1000000,0.325,0.00652
-2.0,21.0,30.0,4.0,40.0,1000000,0.2538,0.00889
-9.0,21.0,30.0,0.0,0.0,200000,-1.0772,0.02265
-12.25,9.0,30.9,0.0,0.0,1000000,-1.1928,0.02464
-2.5,10.0,30.0,0.0,0.0,1000000,-0.262,0.00596
-13.0,21.0,30.0,4.0,40.0,1000000,-0.8789,0.01559
-3.5,24.0,29.7,2.0,40.0,100000,-0.4884,0.03217
5.5,15.0,30.0,0.0,0.0,100000,0.7205,0.0193
16.5,14.0,29.5,2.0,39.6,1000000,1.5437,0.04646
2.0,14.0,29.5,2.0,39.6,50000,0.2953,0.03492
-4.0,18.0,30.0,0.0,0.0,100000,-0.6394,0.02182
10.25,15.0,29.5,2.0,39.6,1000000,1.2745,0.01538
-8.75,12.0,29.9,1.0,40.0,200000,-0.8403,0.02701
12.5,12.0,30.0,0.0,0.0,1000000,1.2837,0.02049
14.25,9.0,29.3,6.0,39.6,50000,1.3567,0.10501
-3.75,9.0,29.3,6.0,39.6,200000,0.2038,0.02449
-7.25,12.0,29.9,1.0,40.0,1000000,-0.7062,0.01124
13.25,12.2,22.5,0.0,0.0,200000,1.2131,0.04444
8.75,8.0,30.0,1.0,40.0,200000,0.9409,0.04755
-9.25,12.0,30.0,2.0,40.0,1000000,-0.8172,0.01411
19.25,21.0,30.0,2.0,40.0,1000000,1.4617,0.08072
9.75,15.0,30.0,2.0,40.0,200000,1.1513,0.02176
8.75,10.0,30.0,0.0,0.0,50000,0.7857,0.06963
2.25,10.0,29.9,2.0,40.0,100000,0.5173,0.01484
2.0,12.0,30.1,6.0,39.6,200000,0.8775,0.0122
8.75,12.0,30.0,4.0,40.0,200000,1.3218,0.01847
5.75,15.0,30.0,2.0,40.0,100000,0.8933,0.02004
-13.0,14.0,29.5,2.0,39.6,1000000,-1.1862,0.02009
5.25,12.0,30.0,0.0,0.0,50000,0.6368,0.02482
9.75,11.0,29.5,2.5,39.6,100000,1.1193,0.03309
-4.5,15.0,30.9,4.0,40.2,50000,-0.5518,0.04822
11.25,15.0,30.9,4.0,40.2,50000,0.6903,0.12126
-4.75,24.0,30.0,0.0,0.0,100000,-0.6006,0.02933
4.0,12.0,29.9,1.0,40.0,200000,0.6185,0.01123
-2.5,8.0,30.0,1.0,40.0,1000000,-0.1429,0.00642
-11.75,12.2,22.5,0.0,0.0,200000,-1.1716,0.03458
1.25,21.0,30.0,4.0,40.0,1000000,0.5943,0.00878
-6.5,8.0,30.0,1.0,40.0,200000,-0.5971,0.0286
-2.0,14.0,29.5,2.0,39.6,100000,-0.1015,0.0191
5.25,8.0,30.0,0.0,0.0,1000000,0.5909,0.00964
5.0,12.2,22.5,0.0,0.0,100000,0.6084,0.02195
-7.5,9.0,29.3,6.0,39.6,1000000,-0.0938,0.01913
4.5,18.0,30.0,4.0,40.0,1000000,0.9838,0.00874
-1.75,11.0,29.5,2.5,39.6,200000,0.0449,0.01126
-3.5,21.0,30.0,0.0,0.0,1000000,-0.3754,0.00839
13.0,15.0,30.0,2.0,40.0,1000000,1.432,0.02318
14.5,15.0,30.9,4.0,40.2,1000000,1.5324,0.03161
2.0,24.0,29.4,4.0,40.0,50000,-0.3979,0.07117
-2.0,15.0,30.0,2.0,40.0,100000,-0.0978,0.02007
9.0,12.0,30.0,4.0,40.0,100000,1.3281,0.02421
-4.0,12.0,30.1,6.0,39.6,1000000,0.2204,0.00818
-5.5,15.0,30.0,0.0,0.0,1000000,-0.5885,0.00869
-6.5,12.0,30.0,4.0,40.0,50000,-0.4296,0.09289
16.0,15.0,29.5,2.0,39.6,100000,1.2005,0.08819
-8.0,9.0,30.9,0.0,0.0,1000000,-0.9066,0.01213
-7.75,15.0,30.0,0.0,0.0,200000,-0.8775,0.01836
11.0,15.0,30.0,0.0,0.0,50000,0.8024,0.07755
-6.5,8.0,30.0,1.0,40.0,1000000,-0.6288,0.01132
8.0,24.0,30.0,0.0,0.0,50000,0.2954,0.10505
11.25,15.0,29.5,2.0,39.6,50000,1.1836,0.05499
-5.75,10.0,30.0,0.0,0.0,100000,-0.6326,0.02066
-10.25,15.0,30.0,2.0,40.0,100000,-0.7944,0.05295
-9.25,24.0,29.7,2.0,40.0,50000,-0.2536,0.1352
0.75,12.0,30.0,2.0,40.0,200000,0.4025,0.00981
5.75,12.0,30.1,6.0,39.6,100000,1.221,0.02597
