alpha,max_thickness,chord_at_max_thickness,max_camber,chord_at_max_camber,reynolds_no,CL,CD
-4.25,9.0,29.3,6.0,39.6,1000000,0.2329,0.00872
13.0,10.0,29.9,2.0,40.0,1000000,1.4825,0.02377
-4.0,18.0,30.0,0.0,0.0,50000,-0.6783,0.03326
9.75,21.0,30.0,4.0,40.0,200000,1.3283,0.02338
9.5,12.0,30.0,2.0,40.0,50000,1.1354,0.04445
5.5,10.0,29.9,2.0,40.0,100000,0.8342,0.01625
3.25,12.0,30.0,4.0,40.0,100000,0.8161,0.0187
-4.5,10.0,29.9,1.0,50.0,50000,-0.4539,0.02443
-7.75,12.0,30.1,6.0,39.6,50000,-0.3716,0.12225
-4.5,12.0,30.0,0.0,0.0,100000,-0.5761,0.01585
6.25,9.0,30.9,0.0,0.0,100000,0.6938,0.02517
4.0,8.0,30.0,1.0,40.0,50000,0.5831,0.02131
7.25,15.0,29.5,2.0,39.6,50000,0.8911,0.04262
-12.0,15.0,30.0,2.0,40.0,1000000,-1.1106,0.01801
-0.25,18.0,30.0,0.0,0.0,50000,-0.1005,0.04102
-3.0,12.0,30.0,4.0,40.0,50000,-0.2321,0.03627
-0.75,8.0,30.0,1.0,40.0,50000,-0.0351,0.0156
-15.75,18.0,30.0,4.0,40.0,1000000,-1.1647,0.02577
-15.25,21.0,30.0,2.0,40.0,200000,-1.0688,0.04294
3.25,10.0,29.9,1.0,50.0,1000000,0.5098,0.00657
0.5,12.0,30.0,4.0,40.0,50000,0.2476,0.0349
0.0,12.0,30.1,6.0,39.6,50000,0.2776,0.04812
10.75,24.0,29.4,4.0,40.0,1000000,1.2641,0.02182
-16.0,15.0,30.0,2.0,40.0,1000000,-1.2417,0.03438
-9.75,24.0,30.0,0.0,0.0,1000000,-0.9203,0.0136
5.25,12.0,30.1,6.0,39.6,1000000,1.2344,0.00868
-11.0,8.0,30.0,1.0,40.0,1000000,-1.0246,0.0262
13.75,10.0,30.0,0.0,0.0,1000000,1.3547,0.02701
4.5,10.0,30.0,0.0,0.0,1000000,0.5272,0.00853
1.0,18.0,30.0,2.0,40.0,100000,0.3578,0.02111
-10.5,14.0,29.5,2.0,39.6,100000,-0.7291,0.06152
-2.75,11.0,29.5,2.5,39.6,100000,-0.2646,0.02022
11.75,9.0,29.3,6.0,39.6,100000,1.3726,0.05233
-14.0,10.0,29.9,2.0,40.0,1000000,-1.1355,0.03436
-6.5,9.0,30.9,0.0,0.0,50000,-0.7134,0.03689
11.5,12.0,30.0,2.0,40.0,200000,1.2632,0.03501
-0.25,18.0,30.0,2.0,40.0,50000,-0.0568,0.04161
-4.0,12.0,30.1,6.0,39.6,50000,-0.4173,0.08945
-17.0,24.0,30.0,0.0,0.0,1000000,-1.3238,0.04437
0.5,12.0,30.0,0.0,0.0,200000,0.07,0.01025
11.75,24.0,29.7,2.0,40.0,100000,1.0843,0.04404
-4.75,10.0,29.9,2.0,40.0,1000000,-0.2708,0.00846
-5.75,15.0,30.0,0.0,0.0,50000,-0.7273,0.02963
-10.25,18.0,30.0,2.0,40.0,100000,-0.9708,0.04019
6.0,8.0,30.0,0.0,0.0,200000,0.6455,0.01954
4.5,12.0,30.0,4.0,40.0,100000,0.9513,0.01982
-5.5,12.2,22.5,0.0,0.0,1000000,-0.6299,0.0092
15.25,18.0,30.0,4.0,40.0,100000,1.4417,0.06114
14.75,18.0,30.0,0.0,0.0,1000000,1.3509,0.02615
6.0,18.0,30.0,0.0,0.0,1000000,0.6426,0.00915
8.0,15.0,29.5,2.0,39.6,100000,1.0649,0.02292
-1.75,15.0,30.9,4.0,40.2,100000,0.0266,0.02547
13.25,24.0,29.4,4.0,40.0,1000000,1.3501,0.03212
10.25,12.0,30.1,6.0,39.6,200000,1.582,0.0218
-8.5,15.0,30.9,4.0,40.2,1000000,-0.4028,0.011
-9.25,18.0,30.0,2.0,40.0,100000,-0.94,0.03552
-0.75,24.0,30.0,0.0,0.0,200000,-0.0751,0.01503
9.25,18.0,30.0,0.0,0.0,1000000,1.0041,0.01296
-9.75,24.0,29.7,2.0,40.0,100000,-1.0916,0.04244
-13.0,21.0,30.0,0.0,0.0,100000,-1.1311,0.04343
-6.25,12.2,22.5,0.0,0.0,200000,-0.7195,0.01763
-8.25,15.0,30.0,2.0,40.0,100000,-0.7973,0.03387
3.25,15.0,30.9,4.0,40.2,100000,0.8196,0.02103
7.0,11.0,29.5,2.5,39.6,200000,0.9987,0.01473
6.0,21.0,30.0,2.0,40.0,1000000,0.8463,0.00965
2.75,24.0,29.4,4.0,40.0,200000,0.5455,0.0166
3.25,15.0,30.0,2.0,40.0,200000,0.6898,0.01231
-2.75,15.0,30.0,0.0,0.0,200000,-0.3431,0.01257
-9.25,8.0,30.0,1.0,40.0,50000,-0.4698,0.10717
-6.75,8.0,29.9,2.0,40.0,50000,-0.4857,0.08261
6.0,11.0,29.5,2.5,39.6,100000,0.9348,0.01791
1.25,10.0,29.9,2.0,40.0,1000000,0.3777,0.00501
2.0,18.0,30.0,2.0,40.0,50000,0.2615,0.04528
2.75,9.0,29.3,6.0,39.6,1000000,0.9653,0.00667
6.75,10.0,30.0,0.0,0.0,100000,0.7269,0.02595
12.25,21.0,30.0,0.0,0.0,1000000,1.208,0.01794
7.0,11.0,29.5,2.5,39.6,100000,1.0011,0.01896
-10.5,21.0,30.0,0.0,0.0,1000000,-1.0669,0.01459
-4.75,21.0,30.0,0.0,0.0,200000,-0.5013,0.0163
0.5,18.0,30.0,0.0,0.0,50000,0.2061,0.04015
17.0,18.0,30.0,2.0,40.0,100000,1.283,0.08173
0.0,15.0,30.0,2.0,40.0,100000,0.2682,0.01916
2.75,12.0,30.0,2.0,40.0,1000000,0.5582,0.00624
0.5,10.0,30.0,0.0,0.0,200000,0.1201,0.00986
0.0,9.0,30.9,0.0,0.0,100000,0.0,0.01287
8.75,15.0,30.9,4.0,40.2,1000000,1.2671,0.01226
8.75,18.0,30.0,4.0,40.0,200000,1.3221,0.02006
14.0,24.0,30.0,0.0,0.0,1000000,1.2377,0.0249
13.25,15.0,29.5,2.0,39.6,100000,1.3049,0.04826
-5.0,24.0,30.0,0.0,0.0,50000,-0.844,0.0549
11.75,15.0,30.9,4.0,40.2,100000,1.3764,0.03329
-1.0,12.0,30.1,6.0,39.6,1000000,0.5399,0.00762
-3.0,8.0,29.9,2.0,40.0,100000,-0.2059,0.01665
17.0,24.0,29.7,2.0,40.0,1000000,1.3184,0.05269
5.25,15.0,30.0,0.0,0.0,1000000,0.5623,0.00845
13.25,9.0,29.3,6.0,39.6,50000,1.4512,0.08295
-14.25,12.0,30.0,4.0,40.0,1000000,-1.1181,0.02751
2.5,10.0,29.9,2.0,40.0,1000000,0.5377,0.0058
10.25,21.0,30.0,4.0,40.0,50000,0.5069,0.14206
8.75,12.0,30.0,4.0,40.0,50000,0.9857,0.07176
14.5,12.0,30.0,2.0,40.0,200000,1.3192,0.05878
-14.5,18.0,30.0,2.0,40.0,1000000,-1.2356,0.02177
-2.5,12.0,30.0,2.0,40.0,1000000,-0.0277,0.00678
-0.75,14.0,29.5,2.0,39.6,200000,0.1476,0.01052
-0.5,8.0,29.9,2.0,40.0,50000,0.0283,0.01687
-7.75,12.0,30.0,2.0,40.0,200000,-0.712,0.02579
-17.5,15.0,30.0,2.0,40.0,1000000,-1.2279,0.05558
15.0,15.0,30.0,0.0,0.0,200000,1.1814,0.05518
11.75,15.0,30.0,0.0,0.0,200000,1.0993,0.0314
-2.5,12.0,30.0,0.0,0.0,200000,-0.3942,0.01086
-5.25,18.0,30.0,4.0,40.0,100000,-0.292,0.03159
-5.0,24.0,29.7,2.0,40.0,50000,-0.9688,0.05389
0.0,15.0,30.9,4.0,40.2,1000000,0.4126,0.00741
-9.5,18.0,30.0,2.0,40.0,50000,-0.3154,0.11237
7.75,12.0,30.0,2.0,40.0,200000,1.0218,0.01795
13.5,18.0,30.0,0.0,0.0,1000000,1.2957,0.02082
-8.75,15.0,29.5,2.0,39.6,50000,-0.6146,0.07153
-3.25,10.0,30.0,0.0,0.0,50000,-0.4369,0.0211
-8.5,24.0,29.7,2.0,40.0,200000,-0.6596,0.02402
5.75,18.0,30.0,0.0,0.0,200000,0.7264,0.01679
-16.75,24.0,29.4,4.0,40.0,200000,-0.9892,0.06296
-5.25,12.0,30.0,2.0,40.0,200000,-0.481,0.01744
-6.75,12.0,30.0,2.0,40.0,1000000,-0.4884,0.01033
14.75,10.0,29.9,2.0,40.0,1000000,1.525,0.03394
-5.25,15.0,30.0,2.0,40.0,100000,-0.5849,0.02369
-11.5,12.0,29.9,1.0,40.0,1000000,-1.119,0.01792
8.0,12.0,30.0,4.0,40.0,1000000,1.2973,0.01288
6.75,15.0,30.0,0.0,0.0,50000,0.7934,0.03263
15.5,11.0,29.5,2.5,39.6,1000000,1.4163,0.04343
0.75,21.0,30.0,2.0,40.0,200000,0.3068,0.01379
13.75,21.0,30.0,4.0,40.0,100000,1.3873,0.05337
10.5,15.0,30.9,4.0,40.2,50000,0.6876,0.10997
5.5,15.0,30.9,4.0,40.2,200000,1.0635,0.01503
-7.75,24.0,29.7,2.0,40.0,1000000,-0.3464,0.01065
18.5,21.0,30.0,0.0,0.0,1000000,1.3766,0.05951
-12.5,12.2,22.5,0.0,0.0,200000,-1.193,0.04025
-15.75,21.0,30.0,2.0,40.0,200000,-1.0972,0.04499
-8.5,11.0,29.5,2.5,39.6,50000,-0.4035,0.10086
7.0,18.0,30.0,2.0,40.0,100000,1.0147,0.02397
1.0,21.0,30.0,2.0,40.0,200000,0.3338,0.01384
-17.75,21.0,30.0,2.0,40.0,200000,-1.0471,0.06761
9.0,21.0,30.0,0.0,0.0,1000000,0.9021,0.01212
-5.75,18.0,30.0,4.0,40.0,100000,-0.3745,0.0332
3.5,12.0,30.0,2.0,40.0,200000,0.661,0.01099
-4.5,21.0,30.0,0.0,0.0,1000000,-0.4799,0.00874
2.25,10.0,29.9,2.0,40.0,1000000,0.5127,0.00565
-3.5,24.0,29.7,2.0,40.0,200000,-0.1082,0.01631
-1.5,12.0,30.0,2.0,40.0,200000,0.0627,0.01054
6.25,18.0,30.0,2.0,40.0,200000,0.974,0.01604
16.5,15.0,29.5,2.0,39.6,1000000,1.5448,0.04537
2.0,9.0,30.9,0.0,0.0,1000000,0.2244,0.00553
-2.25,8.0,30.0,1.0,40.0,100000,-0.1737,0.01167
16.5,18.0,30.0,0.0,0.0,1000000,1.3922,0.03899
3.5,12.0,30.0,4.0,40.0,200000,0.8613,0.01213
9.75,24.0,29.7,2.0,40.0,200000,1.1235,0.02505
-1.75,12.2,22.5,0.0,0.0,1000000,-0.1831,0.00722
10.25,12.0,30.0,4.0,40.0,50000,1.3265,0.0413
-6.0,12.0,30.0,0.0,0.0,200000,-0.6971,0.01517
16.0,21.0,30.0,2.0,40.0,100000,1.304,0.0646
8.75,18.0,30.0,2.0,40.0,100000,1.1305,0.02656
-5.5,10.0,29.9,1.0,50.0,50000,-0.5446,0.03113
4.5,8.0,30.0,1.0,40.0,50000,0.6237,0.01967
11.25,10.0,29.9,1.0,50.0,200000,1.0968,0.05084
0.5,12.0,29.9,1.0,40.0,1000000,0.1744,0.00543
12.75,15.0,30.9,4.0,40.2,200000,1.3557,0.03261
-14.5,10.0,29.9,2.0,40.0,1000000,-1.099,0.04855
14.75,15.0,29.5,2.0,39.6,100000,1.3125,0.06267
-2.5,24.0,29.7,2.0,40.0,200000,-0.0203,0.01576
10.5,21.0,30.0,4.0,40.0,1000000,1.4097,0.01798
6.0,24.0,29.4,4.0,40.0,50000,0.0671,0.10367
-1.0,10.0,29.9,2.0,40.0,50000,-0.0647,0.01877
-0.25,12.0,30.0,2.0,40.0,100000,0.2237,0.01701
-3.25,12.0,30.1,6.0,39.6,50000,-0.3242,0.07938
15.0,8.0,29.9,2.0,40.0,1000000,1.2658,0.0778
-10.75,15.0,30.0,2.0,40.0,1000000,-0.9579,0.01548
-5.0,9.0,30.9,0.0,0.0,100000,-0.5836,0.01889
16.5,12.0,30.0,4.0,40.0,100000,1.2473,0.11795
4.5,12.0,30.0,2.0,40.0,100000,0.7575,0.0168
3.75,18.0,30.0,4.0,40.0,100000,0.8578,0.02388
-3.25,15.0,30.0,2.0,40.0,100000,-0.2814,0.02146
-8.25,10.0,29.9,1.0,50.0,50000,-0.519,0.09606
-4.75,8.0,30.0,1.0,40.0,1000000,-0.4464,0.00912
-9.5,24.0,30.0,0.0,0.0,200000,-1.0517,0.02496
4.5,12.0,30.1,6.0,39.6,100000,1.0972,0.02376
-15.25,12.0,29.9,1.0,40.0,1000000,-1.3672,0.02779
3.0,10.0,29.9,1.0,50.0,100000,0.5054,0.01367
3.25,10.0,29.9,2.0,40.0,200000,0.618,0.01005
-17.5,24.0,29.7,2.0,40.0,200000,-1.0564,0.06008
14.0,21.0,30.0,0.0,0.0,1000000,1.2842,0.02316
-2.25,14.0,29.5,2.0,39.6,100000,-0.1446,0.01937
-17.25,15.0,29.5,2.0,39.6,1000000,-1.2573,0.04885
3.25,12.0,30.0,2.0,40.0,100000,0.6359,0.01588
-0.5,24.0,29.4,4.0,40.0,1000000,0.1512,0.00986
-7.25,9.0,29.3,6.0,39.6,200000,-0.2094,0.09102
-4.75,24.0,29.4,4.0,40.0,200000,-0.0871,0.01841
11.0,24.0,29.7,2.0,40.0,100000,1.0817,0.04105
12.5,12.0,30.1,6.0,39.6,100000,1.5269,0.04401
-4.25,21.0,30.0,4.0,40.0,100000,-0.1856,0.03141
10.0,10.0,29.9,1.0,50.0,50000,0.9255,0.07954
-11.75,18.0,30.0,0.0,0.0,200000,-1.0674,0.0279
-8.5,24.0,30.0,0.0,0.0,1000000,-0.8227,0.01202
-9.75,21.0,30.0,2.0,40.0,200000,-0.901,0.02566
-4.75,15.0,30.0,0.0,0.0,100000,-0.6664,0.01836
10.5,18.0,30.0,0.0,0.0,50000,0.4886,0.10841
-1.5,15.0,30.0,2.0,40.0,200000,0.0734,0.01126
-1.5,12.0,30.1,6.0,39.6,50000,0.0783,0.04999
12.5,9.0,29.3,6.0,39.6,100000,1.4911,0.05987
-7.5,15.0,30.0,0.0,0.0,1000000,-0.8394,0.01112
12.25,18.0,30.0,0.0,0.0,100000,1.1498,0.04067
1.5,8.0,30.0,1.0,40.0,200000,0.3311,0.00836
2.25,15.0,30.0,2.0,40.0,50000,0.314,0.03769
12.75,12.0,30.0,2.0,40.0,100000,1.2411,0.06248
16.0,12.0,30.0,0.0,0.0,1000000,1.3818,0.04235
-5.0,21.0,30.0,0.0,0.0,100000,-0.7209,0.02613
-10.5,24.0,29.4,4.0,40.0,200000,-0.7374,0.02973
-6.5,12.2,22.5,0.0,0.0,100000,-0.7376,0.02634
2.5,9.0,29.3,6.0,39.6,200000,0.9376,0.01146
-3.25,21.0,30.0,4.0,40.0,100000,-0.0427,0.02909
6.5,9.0,29.3,6.0,39.6,1000000,1.3272,0.00943
5.25,11.0,29.5,2.5,39.6,200000,0.8733,0.01234
3.75,12.2,22.5,0.0,0.0,1000000,0.3977,0.00791
-7.0,12.0,30.0,0.0,0.0,1000000,-0.8268,0.01095
-4.0,12.2,22.5,0.0,0.0,1000000,-0.4267,0.00804
2.75,12.0,29.9,1.0,40.0,200000,0.5064,0.01038
10.25,9.0,29.3,6.0,39.6,200000,1.3582,0.03378
-7.0,8.0,30.0,1.0,40.0,1000000,-0.6766,0.01185
17.0,18.0,30.0,2.0,40.0,200000,1.3208,0.07053
-9.25,24.0,29.7,2.0,40.0,100000,-1.0316,0.04145
-1.25,12.0,30.0,2.0,40.0,100000,0.0156,0.01742
-12.75,14.0,29.5,2.0,39.6,200000,-0.9045,0.04976
10.75,15.0,29.5,2.0,39.6,50000,1.1862,0.05002
3.5,9.0,30.9,0.0,0.0,100000,0.4883,0.01309
-5.25,18.0,30.0,2.0,40.0,100000,-0.5324,0.02646
10.5,11.0,29.5,2.5,39.6,1000000,1.2662,0.01698
-1.5,8.0,30.0,0.0,0.0,100000,-0.0917,0.01211
3.0,15.0,30.0,0.0,0.0,1000000,0.326,0.00687
-10.25,18.0,30.0,0.0,0.0,50000,-0.5001,0.10247
-8.75,15.0,29.5,2.0,39.6,200000,-0.8589,0.02453
-7.75,15.0,30.0,2.0,40.0,200000,-0.783,0.02197
10.0,24.0,29.7,2.0,40.0,1000000,1.1033,0.01767
4.25,24.0,29.4,4.0,40.0,50000,-0.0044,0.09333
3.5,24.0,29.4,4.0,40.0,50000,-0.034,0.09
0.75,8.0,30.0,1.0,40.0,200000,0.2253,0.00871
7.0,8.0,29.9,2.0,40.0,200000,0.9302,0.022
-7.0,12.0,30.0,4.0,40.0,100000,-0.448,0.0864
-0.75,12.2,22.5,0.0,0.0,50000,0.0167,0.02127
18.75,24.0,30.0,0.0,0.0,200000,1.2081,0.07283
7.5,24.0,30.0,0.0,0.0,50000,0.3012,0.09991
9.0,8.0,29.9,2.0,40.0,50000,1.0303,0.06688
-5.0,12.0,30.0,4.0,40.0,100000,-0.339,0.03524
-11.75,18.0,30.0,0.0,0.0,100000,-1.1195,0.03838
-17.75,12.0,30.0,0.0,0.0,1000000,-1.2852,0.08088
-3.75,12.0,30.0,2.0,40.0,1000000,-0.1645,0.00752
14.75,21.0,30.0,4.0,40.0,200000,1.448,0.05007
17.5,21.0,30.0,0.0,0.0,1000000,1.3813,0.04758
-13.5,15.0,30.0,0.0,0.0,1000000,-1.3132,0.02199
-8.25,8.0,30.0,1.0,40.0,100000,-0.6005,0.08866
12.5,15.0,30.9,4.0,40.2,1000000,1.4675,0.02166
11.75,24.0,29.7,2.0,40.0,200000,1.1408,0.03039
4.0,15.0,30.0,0.0,0.0,50000,0.6009,0.02725
7.75,9.0,29.3,6.0,39.6,50000,0.8861,0.08437
1.25,8.0,30.0,0.0,0.0,50000,0.0818,0.01588
17.75,18.0,30.0,0.0,0.0,1000000,1.4002,0.05229
-15.0,18.0,30.0,0.0,0.0,200000,-1.1804,0.0459
-7.75,21.0,30.0,0.0,0.0,200000,-0.9285,0.02075
12.5,24.0,29.7,2.0,40.0,200000,1.1543,0.03318
-19.0,18.0,30.0,2.0,40.0,1000000,-1.2066,0.07146
-4.25,10.0,29.9,2.0,40.0,1000000,-0.2163,0.00806
-4.0,21.0,30.0,4.0,40.0,1000000,0.0393,0.00897
14.75,12.0,30.0,4.0,40.0,1000000,1.6508,0.03731
-5.75,18.0,30.0,2.0,40.0,200000,-0.4157,0.01772
7.25,12.0,30.0,2.0,40.0,1000000,1.0179,0.01153
0.75,12.0,30.0,0.0,0.0,50000,-0.0275,0.02128
-5.25,21.0,30.0,2.0,40.0,1000000,-0.3249,0.00919
-9.0,18.0,30.0,4.0,40.0,1000000,-0.5051,0.01134
16.75,24.0,29.4,4.0,40.0,1000000,1.4003,0.05712
-6.75,12.0,30.0,0.0,0.0,200000,-0.7535,0.01712
-8.25,12.0,30.0,2.0,40.0,200000,-0.7451,0.02818
-14.75,21.0,30.0,0.0,0.0,1000000,-1.3161,0.02652
13.0,12.0,30.1,6.0,39.6,1000000,1.6824,0.03412
-2.25,12.0,30.0,4.0,40.0,50000,-0.1656,0.0341
-8.5,11.0,29.5,2.5,39.6,100000,-0.4232,0.08852
6.0,24.0,30.0,0.0,0.0,50000,0.43,0.08662
5.5,24.0,29.7,2.0,40.0,100000,1.0118,0.03196
-17.25,21.0,30.0,2.0,40.0,1000000,-1.2533,0.03898
-1.0,24.0,29.7,2.0,40.0,1000000,0.0042,0.00918
5.25,24.0,29.7,2.0,40.0,1000000,0.4798,0.01011
-3.0,18.0,30.0,2.0,40.0,1000000,-0.0833,0.00796
-15.25,24.0,29.7,2.0,40.0,200000,-1.0894,0.04457
11.25,14.0,29.5,2.0,39.6,100000,1.2223,0.03705
-8.75,15.0,30.0,2.0,40.0,1000000,-0.7017,0.01212
3.0,9.0,29.3,6.0,39.6,100000,0.9463,0.01982
9.75,15.0,30.0,0.0,0.0,200000,0.9841,0.02379
5.0,12.2,22.5,0.0,0.0,50000,0.6109,0.03079
3.25,12.2,22.5,0.0,0.0,50000,0.4581,0.02326
-0.5,8.0,29.9,2.0,40.0,100000,0.0327,0.01301
-8.25,15.0,30.0,2.0,40.0,1000000,-0.6486,0.01139
-7.25,15.0,30.0,2.0,40.0,50000,-0.6893,0.04724
13.25,14.0,29.5,2.0,39.6,1000000,1.4617,0.02354
-6.0,15.0,30.0,0.0,0.0,200000,-0.7661,0.01545
8.0,15.0,30.9,4.0,40.2,1000000,1.2236,0.01101
3.25,21.0,30.0,4.0,40.0,50000,0.059,0.07728
12.5,10.0,29.9,2.0,40.0,200000,1.1974,0.05852
13.5,12.0,29.9,1.0,40.0,1000000,1.4043,0.02461
18.5,12.0,30.0,0.0,0.0,1000000,1.2284,0.10229
-10.0,12.0,30.0,2.0,40.0,1000000,-0.9125,0.01582
9.25,21.0,30.0,4.0,40.0,50000,0.4464,0.13109
-1.5,21.0,30.0,4.0,40.0,50000,-0.2141,0.05433
-2.0,24.0,29.4,4.0,40.0,100000,-0.2881,0.03739
1.25,18.0,30.0,0.0,0.0,200000,0.1315,0.01222
6.75,9.0,29.3,6.0,39.6,100000,1.3205,0.02563
15.75,18.0,30.0,0.0,0.0,200000,1.2126,0.05068
15.75,21.0,30.0,0.0,0.0,1000000,1.3546,0.03222
8.75,21.0,30.0,4.0,40.0,1000000,1.2938,0.01381
16.75,21.0,30.0,2.0,40.0,200000,1.3178,0.06401
-12.0,12.2,22.5,0.0,0.0,200000,-1.1826,0.03663
11.25,24.0,30.0,0.0,0.0,100000,1.156,0.03939
-6.5,18.0,30.0,4.0,40.0,200000,-0.268,0.0202
-6.25,18.0,30.0,0.0,0.0,1000000,-0.6677,0.00936
2.75,18.0,30.0,4.0,40.0,1000000,0.7681,0.00787
1.75,21.0,30.0,4.0,40.0,1000000,0.6448,0.00874
-14.25,15.0,30.0,0.0,0.0,200000,-1.213,0.04658
-11.75,21.0,30.0,4.0,40.0,200000,-0.8964,0.03241
2.75,12.0,30.0,4.0,40.0,1000000,0.7865,0.00656
6.25,12.0,29.9,1.0,40.0,50000,0.805,0.02718
5.25,14.0,29.5,2.0,39.6,100000,0.8411,0.01881
13.25,9.0,29.3,6.0,39.6,200000,1.4449,0.05873
-8.75,15.0,30.9,4.0,40.2,1000000,-0.4324,0.01134
-1.0,11.0,29.5,2.5,39.6,200000,0.1821,0.01027
-2.75,9.0,29.3,6.0,39.6,100000,0.1305,0.04163
-19.25,12.2,22.5,0.0,0.0,1000000,-1.3868,0.09184
-10.25,12.0,30.0,2.0,40.0,1000000,-0.9448,0.01617
8.25,8.0,30.0,1.0,40.0,200000,0.9287,0.03813
10.75,12.0,29.9,1.0,40.0,200000,1.1485,0.03219
16.5,15.0,30.0,0.0,0.0,200000,1.0046,0.09664
-16.0,24.0,29.7,2.0,40.0,1000000,-1.139,0.03279
-5.75,12.0,30.0,2.0,40.0,200000,-0.5515,0.01862
-5.5,9.0,30.9,0.0,0.0,100000,-0.6265,0.02104
-0.75,18.0,30.0,0.0,0.0,1000000,-0.082,0.00718
1.5,18.0,30.0,0.0,0.0,50000,0.5311,0.03381
18.5,12.0,30.0,2.0,40.0,1000000,1.5214,0.07778
-18.5,21.0,30.0,2.0,40.0,1000000,-1.2557,0.05258
-4.5,21.0,30.0,4.0,40.0,1000000,-0.014,0.0091
5.5,12.0,30.1,6.0,39.6,50000,0.6905,0.07809
-7.0,10.0,30.0,0.0,0.0,200000,-0.7508,0.02041
7.0,12.0,30.0,4.0,40.0,200000,1.2002,0.01536
-3.75,10.0,30.0,0.0,0.0,100000,-0.4795,0.01362
9.25,10.0,29.9,1.0,50.0,1000000,1.0967,0.01522
-17.25,24.0,30.0,0.0,0.0,1000000,-1.3255,0.04681
7.25,21.0,30.0,4.0,40.0,50000,0.3173,0.10964
3.25,21.0,30.0,4.0,40.0,200000,0.8459,0.01633
14.5,15.0,30.0,0.0,0.0,1000000,1.3558,0.02624
6.25,8.0,29.9,2.0,40.0,200000,0.8639,0.01851
10.5,21.0,30.0,0.0,0.0,100000,1.1165,0.03421
-9.0,21.0,30.0,4.0,40.0,50000,-0.315,0.13107
3.25,15.0,30.0,2.0,40.0,50000,0.4242,0.04031
11.0,12.0,29.9,1.0,40.0,100000,1.121,0.05082
-8.75,24.0,29.7,2.0,40.0,200000,-0.6954,0.02464
-9.75,18.0,30.0,0.0,0.0,200000,-1.0147,0.02244
-0.75,21.0,30.0,0.0,0.0,100000,-0.0906,0.02245
-17.75,14.0,29.5,2.0,39.6,1000000,-1.1815,0.07006
7.25,12.0,29.9,1.0,40.0,1000000,0.9164,0.01163
-7.0,10.0,29.9,2.0,40.0,100000,-0.5676,0.04563
-5.25,14.0,29.5,2.0,39.6,50000,-0.5578,0.0329
-5.5,10.0,29.9,2.0,40.0,1000000,-0.3551,0.0094
2.0,10.0,30.0,0.0,0.0,50000,0.0703,0.02006
-6.25,12.0,30.0,0.0,0.0,100000,-0.7047,0.0205
10.25,18.0,30.0,0.0,0.0,50000,0.5015,0.10242
-9.0,12.0,30.0,2.0,40.0,200000,-0.7827,0.03372
-0.75,11.0,29.5,2.5,39.6,1000000,0.2142,0.00583
-1.25,8.0,29.9,2.0,40.0,1000000,0.1087,0.0056
-8.0,8.0,30.0,1.0,40.0,100000,-0.6317,0.08155
-1.75,14.0,29.5,2.0,39.6,50000,-0.2997,0.0254
11.0,12.0,30.0,4.0,40.0,200000,1.3429,0.03209
8.5,12.0,29.9,1.0,40.0,200000,0.9696,0.02216
-14.75,15.0,29.5,2.0,39.6,1000000,-1.2462,0.0237
1.0,15.0,30.0,0.0,0.0,100000,0.216,0.0189
0.5,21.0,30.0,2.0,40.0,200000,0.2834,0.01375
11.0,12.0,30.1,6.0,39.6,100000,1.5938,0.03171
-4.0,8.0,29.9,2.0,40.0,200000,-0.3054,0.01565
12.75,11.0,29.5,2.5,39.6,50000,0.9437,0.10439
-6.75,18.0,30.0,4.0,40.0,50000,-0.6119,0.08025
-6.5,8.0,29.9,2.0,40.0,200000,-0.4914,0.05089
1.0,15.0,30.0,2.0,40.0,100000,0.4986,0.01762
-2.0,15.0,30.0,0.0,0.0,200000,-0.2286,0.01184
8.5,12.0,30.1,6.0,39.6,100000,1.4655,0.0305
-8.0,24.0,30.0,0.0,0.0,200000,-0.8549,0.0221
6.5,10.0,29.9,1.0,50.0,1000000,0.8286,0.01095
-10.5,18.0,30.0,0.0,0.0,50000,-0.4876,0.10841
-0.75,18.0,30.0,4.0,40.0,1000000,0.3982,0.00817
-0.25,12.2,22.5,0.0,0.0,1000000,-0.0238,0.00732
10.75,15.0,29.5,2.0,39.6,200000,1.1899,0.02577
11.25,12.0,30.0,0.0,0.0,1000000,1.1874,0.01745
-4.0,21.0,30.0,4.0,40.0,100000,-0.1396,0.03055
11.5,12.0,30.0,2.0,40.0,50000,1.076,0.07509
14.25,18.0,30.0,0.0,0.0,200000,1.1603,0.04063
16.25,21.0,30.0,0.0,0.0,200000,1.1888,0.05282
5.5,14.0,29.5,2.0,39.6,50000,0.7239,0.03981
-6.75,24.0,29.7,2.0,40.0,50000,-0.8439,0.07037
-7.25,10.0,29.9,2.0,40.0,1000000,-0.5896,0.01153
4.75,12.0,30.0,2.0,40.0,100000,0.7821,0.01697
16.0,15.0,30.0,0.0,0.0,1000000,1.3941,0.0368
0.5,10.0,29.9,2.0,40.0,50000,0.0474,0.02162
11.0,10.0,30.0,0.0,0.0,200000,0.9156,0.0591
-11.75,21.0,30.0,0.0,0.0,100000,-1.1599,0.03782
-1.75,21.0,30.0,0.0,0.0,200000,-0.1801,0.01375
-2.0,10.0,29.9,1.0,50.0,100000,-0.2435,0.01306
6.25,8.0,29.9,2.0,40.0,1000000,0.8961,0.01199
